,loss,accuracy,val_loss,val_accuracy,lr
1,0.1592232584953308,0.9476633667945862,0.23819252848625183,0.9401041865348816,0.0010000000474974513
2,0.12228282541036606,0.9580339789390564,0.13176089525222778,0.9596354365348816,0.0010000000474974513
3,0.10944090783596039,0.9632678031921387,0.13674525916576385,0.9505208134651184,0.0010000000474974513
4,0.10872216522693634,0.9628396034240723,0.11476583033800125,0.9596354365348816,0.0010000000474974513
5,0.1020565778017044,0.9656468629837036,0.11334475874900818,0.95703125,0.0010000000474974513
6,0.09595824033021927,0.9662653803825378,0.10133308917284012,0.96484375,0.0010000000474974513
7,0.09546896070241928,0.9674549102783203,0.1176319494843483,0.9618055820465088,0.0010000000474974513
8,0.09341317415237427,0.9685492515563965,0.09674561768770218,0.9652777910232544,0.0010000000474974513
9,0.09181549400091171,0.9675500988960266,0.10229375958442688,0.9657118320465088,0.0010000000474974513
10,0.08862882852554321,0.9682161808013916,0.12335839867591858,0.9618055820465088,0.0010000000474974513
11,0.0793701708316803,0.9717371463775635,0.0853273794054985,0.9683159589767456,0.0005000000237487257
12,0.0725109726190567,0.9750202298164368,0.10103102773427963,0.9691840410232544,0.0005000000237487257
13,0.07244300097227097,0.9746871590614319,0.09275587648153305,0.9644097089767456,0.0005000000237487257
14,0.06537605822086334,0.9755911827087402,0.07929935306310654,0.9683159589767456,0.0002500000118743628
15,0.05951854586601257,0.9784460067749023,0.08808086812496185,0.9674479365348816,0.0002500000118743628
16,0.05956561490893364,0.9783984422683716,0.0839165523648262,0.9722222089767456,0.0002500000118743628
17,0.05372843146324158,0.9805395603179932,0.07744859904050827,0.9691840410232544,0.0001250000059371814
18,0.05146050453186035,0.9811581373214722,0.0754505842924118,0.9717881679534912,0.0001250000059371814
19,0.047466911375522614,0.982775866985321,0.0841563493013382,0.9700520634651184,0.0001250000059371814
20,0.04684194549918175,0.9837274551391602,0.08882623165845871,0.9674479365348816,0.0001250000059371814
21,0.04090828821063042,0.9847742319107056,0.08669683337211609,0.9696180820465088,6.25000029685907e-05
22,0.03938340023159981,0.9852976202964783,0.09306636452674866,0.9683159589767456,6.25000029685907e-05
23,0.03627385199069977,0.9874387383460999,0.0962696298956871,0.9661458134651184,3.125000148429535e-05
24,0.03585140034556389,0.9869629144668579,0.09654861688613892,0.9678819179534912,3.125000148429535e-05
25,0.03359025716781616,0.9880096912384033,0.09509679675102234,0.9670138955116272,1.5625000742147677e-05
26,0.03393120318651199,0.9882476329803467,0.09775697439908981,0.9678819179534912,1.5625000742147677e-05
27,0.034295596182346344,0.9874387383460999,0.09862610697746277,0.9670138955116272,7.812500371073838e-06
28,0.03049590438604355,0.9886758327484131,0.09765096008777618,0.9683159589767456,7.812500371073838e-06
