,loss,accuracy,val_loss,val_accuracy,lr
1,0.13795076310634613,0.9526975750923157,0.15167103707790375,0.9618055820465088,0.0010000000474974513
2,0.10370402783155441,0.9650759100914001,0.1251434087753296,0.9578993320465088,0.0010000000474974513
3,0.09454941004514694,0.9669790863990784,0.10660810768604279,0.9644097089767456,0.0010000000474974513
4,0.08605585247278214,0.97116619348526,0.09775056689977646,0.9735243320465088,0.0010000000474974513
5,0.08500432223081589,0.9701669812202454,0.11100923269987106,0.9578993320465088,0.0010000000474974513
6,0.08070947974920273,0.9713565111160278,0.09817320108413696,0.9657118320465088,0.0010000000474974513
7,0.0659308135509491,0.9756863713264465,0.07599915564060211,0.9722222089767456,0.0005000000237487257
8,0.06248452886939049,0.9773041009902954,0.08290868252515793,0.9722222089767456,0.0005000000237487257
9,0.0614096038043499,0.9780653715133667,0.07681721448898315,0.9704861044883728,0.0005000000237487257
10,0.04978320375084877,0.9812532663345337,0.07450291514396667,0.9735243320465088,0.0002500000118743628
11,0.046293485909700394,0.9825379252433777,0.07878188043832779,0.9730902910232544,0.0002500000118743628
12,0.04942505806684494,0.9824427962303162,0.07235922664403915,0.9730902910232544,0.0002500000118743628
13,0.04110793396830559,0.9849645495414734,0.08040811121463776,0.9735243320465088,0.0002500000118743628
14,0.041935812681913376,0.9844887256622314,0.07446234673261642,0.9713541865348816,0.0002500000118743628
15,0.03346030041575432,0.9884855151176453,0.08002998679876328,0.9756944179534912,0.0001250000059371814
16,0.031363844871520996,0.9888661503791809,0.08476924151182175,0.9769965410232544,0.0001250000059371814
17,0.02657848596572876,0.990912139415741,0.08754590153694153,0.9752604365348816,6.25000029685907e-05
18,0.02372458577156067,0.9913879036903381,0.09510239958763123,0.9756944179534912,6.25000029685907e-05
19,0.02219148725271225,0.9916734099388123,0.09780813753604889,0.9778645634651184,3.125000148429535e-05
20,0.019091123715043068,0.9935766458511353,0.09619021415710449,0.9774305820465088,3.125000148429535e-05
21,0.018208490684628487,0.9937669634819031,0.09938779473304749,0.9782986044883728,1.5625000742147677e-05
22,0.019034886732697487,0.9925774335861206,0.09910789877176285,0.9774305820465088,1.5625000742147677e-05
