,loss,accuracy,val_loss,val_accuracy,lr
1,0.18002605438232422,0.9377849698066711,0.22128066420555115,0.9539930820465088,0.0010000000474974513
2,0.1279468685388565,0.9573678374290466,0.23335491120815277,0.9578993320465088,0.0010000000474974513
3,0.11673857271671295,0.9613170027732849,0.1390443742275238,0.9578993320465088,0.0010000000474974513
4,0.11040416359901428,0.9627444744110107,0.12542517483234406,0.9613715410232544,0.0010000000474974513
5,0.1094602718949318,0.9641242623329163,0.10747145861387253,0.9622395634651184,0.0010000000474974513
6,0.10529032349586487,0.9642194509506226,0.19041262567043304,0.9583333134651184,0.0010000000474974513
7,0.09859057515859604,0.9661702513694763,0.11094579100608826,0.9652777910232544,0.0010000000474974513
8,0.08362860977649689,0.9721654057502747,0.09781378507614136,0.9683159589767456,0.0005000000237487257
9,0.08031155914068222,0.9727363586425781,0.10898426175117493,0.9652777910232544,0.0005000000237487257
10,0.08049775660037994,0.971642017364502,0.10584449023008347,0.9665798544883728,0.0005000000237487257
11,0.06590891629457474,0.9772089123725891,0.08437144756317139,0.9700520634651184,0.0002500000118743628
12,0.06692855060100555,0.9765427708625793,0.08147590607404709,0.9678819179534912,0.0002500000118743628
13,0.06214692071080208,0.9779226183891296,0.07717719674110413,0.9691840410232544,0.0002500000118743628
14,0.0626358613371849,0.9780653715133667,0.08335795998573303,0.9717881679534912,0.0002500000118743628
15,0.062081098556518555,0.9778274893760681,0.07590098679065704,0.97265625,0.0002500000118743628
16,0.05708584561944008,0.9789218306541443,0.08309069275856018,0.9700520634651184,0.0002500000118743628
17,0.06041320413351059,0.9784460067749023,0.08787056803703308,0.9670138955116272,0.0002500000118743628
18,0.04976001754403114,0.9820621609687805,0.08709324151277542,0.9700520634651184,0.0001250000059371814
19,0.04904020577669144,0.982014536857605,0.0805882066488266,0.9674479365348816,0.0001250000059371814
20,0.04300834983587265,0.9846790432929993,0.08180952072143555,0.9700520634651184,6.25000029685907e-05
21,0.041007306426763535,0.9856782555580139,0.08251763135194778,0.9696180820465088,6.25000029685907e-05
22,0.038490135222673416,0.9862492084503174,0.0834348127245903,0.9696180820465088,3.125000148429535e-05
23,0.03551444038748741,0.9875339269638062,0.08286568522453308,0.9722222089767456,3.125000148429535e-05
24,0.035831887274980545,0.9877718091011047,0.08310103416442871,0.9696180820465088,1.5625000742147677e-05
25,0.03368787467479706,0.988390326499939,0.08326636254787445,0.9700520634651184,1.5625000742147677e-05
